../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_52_3ce91d9f-e55f-4732-b5ca-0acda8c579c4.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_33_305233fe-dd31-40d7-8613-b84f1fea5952.fast5,../Signals/full_dataset/ecoli_reference_DeepSimu\fast5\signal_22_357296ec-220a-466f-9bf0-c9ef674b9903.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_52_3ce91d9f-e55f-4732-b5ca-0acda8c579c4.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_33_305233fe-dd31-40d7-8613-b84f1fea5952.fast5,../Signals/full_dataset/klebsiella_pneumoniae_reference_DeepSimu\fast5\signal_138_c99162d0-d59d-4193-84c0-7ad4273c0310.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_52_3ce91d9f-e55f-4732-b5ca-0acda8c579c4.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_33_305233fe-dd31-40d7-8613-b84f1fea5952.fast5,../Signals/full_dataset/pantonea_agglomerans_reference_DeepSimu\fast5\signal_50_b2878233-635d-40a0-9a78-fdf2d4210cc3.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_52_3ce91d9f-e55f-4732-b5ca-0acda8c579c4.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_33_305233fe-dd31-40d7-8613-b84f1fea5952.fast5,../Signals/full_dataset/pseudomonas_koreensis_reference_DeepSimu\fast5\signal_3_798ad492-ebf0-47c9-b9d6-4df27eacd135.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_52_3ce91d9f-e55f-4732-b5ca-0acda8c579c4.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_33_305233fe-dd31-40d7-8613-b84f1fea5952.fast5,../Signals/full_dataset/yersinia_pestis_reference_DeepSimu\fast5\signal_251_cd9c6f50-697d-4e54-8966-29e5a490f46c.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_74_7bd359b6-9291-48d6-b8fd-23e2cabf8a24.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_9_045260dc-327b-4707-99d1-01258466607f.fast5,../Signals/full_dataset/ecoli_reference_DeepSimu\fast5\signal_9_3403328b-d54d-4e22-b64f-88da77f3302f.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_74_7bd359b6-9291-48d6-b8fd-23e2cabf8a24.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_9_045260dc-327b-4707-99d1-01258466607f.fast5,../Signals/full_dataset/klebsiella_pneumoniae_reference_DeepSimu\fast5\signal_545_f715e97d-bef0-44cf-a818-6d86db0df33c.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_74_7bd359b6-9291-48d6-b8fd-23e2cabf8a24.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_9_045260dc-327b-4707-99d1-01258466607f.fast5,../Signals/full_dataset/pantonea_agglomerans_reference_DeepSimu\fast5\signal_291_aae0d54a-5fa9-4b3d-8f1f-0517a1caa30e.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_74_7bd359b6-9291-48d6-b8fd-23e2cabf8a24.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_9_045260dc-327b-4707-99d1-01258466607f.fast5,../Signals/full_dataset/pseudomonas_koreensis_reference_DeepSimu\fast5\signal_16_1ce52cfe-b344-4a65-918b-da4492acd018.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_74_7bd359b6-9291-48d6-b8fd-23e2cabf8a24.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_9_045260dc-327b-4707-99d1-01258466607f.fast5,../Signals/full_dataset/yersinia_pestis_reference_DeepSimu\fast5\signal_4_9ba56b27-0432-48e6-a866-ef3d76e3449f.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_93_1c32c684-4eab-435d-9ac2-da93f5633554.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_20_f2319361-a00f-4941-8151-ae8473c14708.fast5,../Signals/full_dataset/ecoli_reference_DeepSimu\fast5\signal_90_c5f5e7d6-dcbb-4ff5-83a9-e4e0b9b5f03a.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_93_1c32c684-4eab-435d-9ac2-da93f5633554.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_20_f2319361-a00f-4941-8151-ae8473c14708.fast5,../Signals/full_dataset/klebsiella_pneumoniae_reference_DeepSimu\fast5\signal_122_90bb1d0d-ecaf-4652-abbc-50add4333d28.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_93_1c32c684-4eab-435d-9ac2-da93f5633554.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_20_f2319361-a00f-4941-8151-ae8473c14708.fast5,../Signals/full_dataset/pantonea_agglomerans_reference_DeepSimu\fast5\signal_344_830b91f0-aeca-434b-9419-6f140d648be4.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_93_1c32c684-4eab-435d-9ac2-da93f5633554.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_20_f2319361-a00f-4941-8151-ae8473c14708.fast5,../Signals/full_dataset/pseudomonas_koreensis_reference_DeepSimu\fast5\signal_46_2a1cbbed-06bc-495f-bc3a-065beb45cc46.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_93_1c32c684-4eab-435d-9ac2-da93f5633554.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_20_f2319361-a00f-4941-8151-ae8473c14708.fast5,../Signals/full_dataset/yersinia_pestis_reference_DeepSimu\fast5\signal_328_46061d12-7f8c-4c8e-803b-89a4b2ac918d.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_39_69baf9dd-8fec-4fcc-8bbe-a77430082887.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_43_8c937b44-d507-461b-a67c-b622874cb848.fast5,../Signals/full_dataset/ecoli_reference_DeepSimu\fast5\signal_6_fda9524e-5789-4fde-8719-1397b3a8d28f.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_39_69baf9dd-8fec-4fcc-8bbe-a77430082887.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_43_8c937b44-d507-461b-a67c-b622874cb848.fast5,../Signals/full_dataset/klebsiella_pneumoniae_reference_DeepSimu\fast5\signal_125_d7b7fb13-9e53-488c-828d-8bbb9c883f05.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_39_69baf9dd-8fec-4fcc-8bbe-a77430082887.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_43_8c937b44-d507-461b-a67c-b622874cb848.fast5,../Signals/full_dataset/pantonea_agglomerans_reference_DeepSimu\fast5\signal_84_2b3d9653-b484-4360-a1f2-f1ecdf55aa08.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_39_69baf9dd-8fec-4fcc-8bbe-a77430082887.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_43_8c937b44-d507-461b-a67c-b622874cb848.fast5,../Signals/full_dataset/pseudomonas_koreensis_reference_DeepSimu\fast5\signal_11_c455b326-0f1c-44a3-825e-3f24670d0441.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_39_69baf9dd-8fec-4fcc-8bbe-a77430082887.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_43_8c937b44-d507-461b-a67c-b622874cb848.fast5,../Signals/full_dataset/yersinia_pestis_reference_DeepSimu\fast5\signal_289_9146b658-7f10-4837-a0f6-e43d01713360.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_54_fc87c7ed-cd9a-4610-987d-917bf605d5f2.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_53_e57587c5-fe40-4107-ae10-a52a7e4a2659.fast5,../Signals/full_dataset/ecoli_reference_DeepSimu\fast5\signal_75_a7c845f5-8a47-40fb-9a0a-46a37e92f10e.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_54_fc87c7ed-cd9a-4610-987d-917bf605d5f2.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_53_e57587c5-fe40-4107-ae10-a52a7e4a2659.fast5,../Signals/full_dataset/klebsiella_pneumoniae_reference_DeepSimu\fast5\signal_109_baeb87ce-07f7-4c07-8931-61df1155ad63.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_54_fc87c7ed-cd9a-4610-987d-917bf605d5f2.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_53_e57587c5-fe40-4107-ae10-a52a7e4a2659.fast5,../Signals/full_dataset/pantonea_agglomerans_reference_DeepSimu\fast5\signal_399_838f83d0-03fd-4d2c-831e-b7db5c498d6e.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_54_fc87c7ed-cd9a-4610-987d-917bf605d5f2.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_53_e57587c5-fe40-4107-ae10-a52a7e4a2659.fast5,../Signals/full_dataset/pseudomonas_koreensis_reference_DeepSimu\fast5\signal_32_b366c71f-c94a-4613-9fde-28f746166aab.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_54_fc87c7ed-cd9a-4610-987d-917bf605d5f2.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_53_e57587c5-fe40-4107-ae10-a52a7e4a2659.fast5,../Signals/full_dataset/yersinia_pestis_reference_DeepSimu\fast5\signal_229_2980ce38-b47b-49af-814a-3cdf5dcfa88b.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_55_52333b3a-5691-40b2-882d-ede0a98a3d41.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_21_68262900-fadd-4cc5-9031-3d34b165793e.fast5,../Signals/full_dataset/ecoli_reference_DeepSimu\fast5\signal_44_a23620e5-d4d6-4807-9924-eb528c06ce00.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_55_52333b3a-5691-40b2-882d-ede0a98a3d41.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_21_68262900-fadd-4cc5-9031-3d34b165793e.fast5,../Signals/full_dataset/klebsiella_pneumoniae_reference_DeepSimu\fast5\signal_92_fb9bc245-557b-4be7-9524-401d2e162a50.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_55_52333b3a-5691-40b2-882d-ede0a98a3d41.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_21_68262900-fadd-4cc5-9031-3d34b165793e.fast5,../Signals/full_dataset/pantonea_agglomerans_reference_DeepSimu\fast5\signal_101_8cdb0471-616f-44a1-906a-b37ef8d8d005.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_55_52333b3a-5691-40b2-882d-ede0a98a3d41.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_21_68262900-fadd-4cc5-9031-3d34b165793e.fast5,../Signals/full_dataset/pseudomonas_koreensis_reference_DeepSimu\fast5\signal_67_77fe1921-f894-4fa5-94c4-55b48ef856f3.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_55_52333b3a-5691-40b2-882d-ede0a98a3d41.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_21_68262900-fadd-4cc5-9031-3d34b165793e.fast5,../Signals/full_dataset/yersinia_pestis_reference_DeepSimu\fast5\signal_234_582ce148-af9d-4cb8-8f2d-450fe2146bad.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_50_9a971273-1b43-4cb2-90ba-8617a7d9c82f.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_86_760bede1-a8af-4e8e-913d-c971a3283066.fast5,../Signals/full_dataset/ecoli_reference_DeepSimu\fast5\signal_23_7ac27d63-c1b3-45c4-9532-5767c0854395.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_50_9a971273-1b43-4cb2-90ba-8617a7d9c82f.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_86_760bede1-a8af-4e8e-913d-c971a3283066.fast5,../Signals/full_dataset/klebsiella_pneumoniae_reference_DeepSimu\fast5\signal_100_988b069e-35de-4321-b135-0d91dd3b2aa8.fast5,bacillus_anthracis
../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_50_9a971273-1b43-4cb2-90ba-8617a7d9c82f.fast5,../Signals/full_dataset/bacillus_anthracis_reference_DeepSimu\fast5\signal_86_760bede1-a8af-4e8e-913d-c971a3283066.fast5,../Signals/full_dataset/pantonea_agglomerans_reference_DeepSimu\fast5\signal_148_0d807f3e-1fa0-4a48-a91e-0eb44be099d3.fast5,bacillus_anthracis
